"Id","Country","Year","disaster","deaths"
8878,"Estonia",1910,"drought",0
8879,"Estonia",1910,"earthquakes",0
8880,"Estonia",1910,"floods",0
8881,"Estonia",1910,"fog",0
8882,"Estonia",1910,"glacialLake",0
8883,"Estonia",1910,"landslides",0
8884,"Estonia",1910,"massMovements",0
8885,"Estonia",1910,"storms",0
8886,"Estonia",1910,"temperatures",0
8887,"Estonia",1910,"volcanic",0
8888,"Estonia",1910,"wildfires",0
8889,"Estonia",1920,"drought",0
8890,"Estonia",1920,"earthquakes",0
8891,"Estonia",1920,"floods",0
8892,"Estonia",1920,"fog",0
8893,"Estonia",1920,"glacialLake",0
8894,"Estonia",1920,"landslides",0
8895,"Estonia",1920,"massMovements",0
8896,"Estonia",1920,"storms",0
8897,"Estonia",1920,"temperatures",0
8898,"Estonia",1920,"volcanic",0
8899,"Estonia",1920,"wildfires",0
8900,"Estonia",1930,"drought",0
8901,"Estonia",1930,"earthquakes",0
8902,"Estonia",1930,"floods",0
8903,"Estonia",1930,"fog",0
8904,"Estonia",1930,"glacialLake",0
8905,"Estonia",1930,"landslides",0
8906,"Estonia",1930,"massMovements",0
8907,"Estonia",1930,"storms",0
8908,"Estonia",1930,"temperatures",0
8909,"Estonia",1930,"volcanic",0
8910,"Estonia",1930,"wildfires",0
8911,"Estonia",1940,"drought",0
8912,"Estonia",1940,"earthquakes",0
8913,"Estonia",1940,"floods",0
8914,"Estonia",1940,"fog",0
8915,"Estonia",1940,"glacialLake",0
8916,"Estonia",1940,"landslides",0
8917,"Estonia",1940,"massMovements",0
8918,"Estonia",1940,"storms",0
8919,"Estonia",1940,"temperatures",0
8920,"Estonia",1940,"volcanic",0
8921,"Estonia",1940,"wildfires",0
8922,"Estonia",1950,"drought",0
8923,"Estonia",1950,"earthquakes",0
8924,"Estonia",1950,"floods",0
8925,"Estonia",1950,"fog",0
8926,"Estonia",1950,"glacialLake",0
8927,"Estonia",1950,"landslides",0
8928,"Estonia",1950,"massMovements",0
8929,"Estonia",1950,"storms",0
8930,"Estonia",1950,"temperatures",0
8931,"Estonia",1950,"volcanic",0
8932,"Estonia",1950,"wildfires",0
8933,"Estonia",1960,"drought",0
8934,"Estonia",1960,"earthquakes",0
8935,"Estonia",1960,"floods",0
8936,"Estonia",1960,"fog",0
8937,"Estonia",1960,"glacialLake",0
8938,"Estonia",1960,"landslides",0
8939,"Estonia",1960,"massMovements",0
8940,"Estonia",1960,"storms",0
8941,"Estonia",1960,"temperatures",0
8942,"Estonia",1960,"volcanic",0
8943,"Estonia",1960,"wildfires",0
8944,"Estonia",1970,"drought",0
8945,"Estonia",1970,"earthquakes",0
8946,"Estonia",1970,"floods",0
8947,"Estonia",1970,"fog",0
8948,"Estonia",1970,"glacialLake",0
8949,"Estonia",1970,"landslides",0
8950,"Estonia",1970,"massMovements",0
8951,"Estonia",1970,"storms",0
8952,"Estonia",1970,"temperatures",0
8953,"Estonia",1970,"volcanic",0
8954,"Estonia",1970,"wildfires",0
8955,"Estonia",1980,"drought",0
8956,"Estonia",1980,"earthquakes",0
8957,"Estonia",1980,"floods",0
8958,"Estonia",1980,"fog",0
8959,"Estonia",1980,"glacialLake",0
8960,"Estonia",1980,"landslides",0
8961,"Estonia",1980,"massMovements",0
8962,"Estonia",1980,"storms",0
8963,"Estonia",1980,"temperatures",0
8964,"Estonia",1980,"volcanic",0
8965,"Estonia",1980,"wildfires",0
8966,"Estonia",1990,"drought",0
8967,"Estonia",1990,"earthquakes",0
8968,"Estonia",1990,"floods",0
8969,"Estonia",1990,"fog",0
8970,"Estonia",1990,"glacialLake",0
8971,"Estonia",1990,"landslides",0
8972,"Estonia",1990,"massMovements",0
8973,"Estonia",1990,"storms",0
8974,"Estonia",1990,"temperatures",0
8975,"Estonia",1990,"volcanic",0
8976,"Estonia",1990,"wildfires",0
8977,"Estonia",2000,"drought",0
8978,"Estonia",2000,"earthquakes",0
8979,"Estonia",2000,"floods",0
8980,"Estonia",2000,"fog",0
8981,"Estonia",2000,"glacialLake",0
8982,"Estonia",2000,"landslides",0
8983,"Estonia",2000,"massMovements",0
8984,"Estonia",2000,"storms",0
8985,"Estonia",2000,"temperatures",0.3
8986,"Estonia",2000,"volcanic",0
8987,"Estonia",2000,"wildfires",0
8988,"Estonia",2010,"drought",0
8989,"Estonia",2010,"earthquakes",0
8990,"Estonia",2010,"floods",0
8991,"Estonia",2010,"fog",0
8992,"Estonia",2010,"glacialLake",0
8993,"Estonia",2010,"landslides",0
8994,"Estonia",2010,"massMovements",0
8995,"Estonia",2010,"storms",0
8996,"Estonia",2010,"temperatures",0.8
8997,"Estonia",2010,"volcanic",0
8998,"Estonia",2010,"wildfires",0
8999,"Estonia",2020,"drought",0
9000,"Estonia",2020,"earthquakes",0
9001,"Estonia",2020,"floods",0
9002,"Estonia",2020,"fog",0
9003,"Estonia",2020,"glacialLake",0
9004,"Estonia",2020,"landslides",0
9005,"Estonia",2020,"massMovements",0
9006,"Estonia",2020,"storms",0
9007,"Estonia",2020,"temperatures",0
9008,"Estonia",2020,"volcanic",0
9009,"Estonia",2020,"wildfires",0
9010,"Eswatini",1900,"drought",0
9011,"Eswatini",1900,"earthquakes",0
9012,"Eswatini",1900,"floods",0
9013,"Eswatini",1900,"fog",0
9014,"Eswatini",1900,"glacialLake",0
9015,"Eswatini",1900,"landslides",0
9016,"Eswatini",1900,"massMovements",0
9017,"Eswatini",1900,"storms",0
9018,"Eswatini",1900,"temperatures",0
9019,"Eswatini",1900,"volcanic",0
9020,"Eswatini",1900,"wildfires",0
9021,"Eswatini",1910,"drought",0
9022,"Eswatini",1910,"earthquakes",0
9023,"Eswatini",1910,"floods",0
9024,"Eswatini",1910,"fog",0
9025,"Eswatini",1910,"glacialLake",0
9026,"Eswatini",1910,"landslides",0
9027,"Eswatini",1910,"massMovements",0
9028,"Eswatini",1910,"storms",0
9029,"Eswatini",1910,"temperatures",0
9030,"Eswatini",1910,"volcanic",0
9031,"Eswatini",1910,"wildfires",0
9032,"Eswatini",1920,"drought",0
9033,"Eswatini",1920,"earthquakes",0
9034,"Eswatini",1920,"floods",0
9035,"Eswatini",1920,"fog",0
9036,"Eswatini",1920,"glacialLake",0
9037,"Eswatini",1920,"landslides",0
9038,"Eswatini",1920,"massMovements",0
9039,"Eswatini",1920,"storms",0
9040,"Eswatini",1920,"temperatures",0
9041,"Eswatini",1920,"volcanic",0
9042,"Eswatini",1920,"wildfires",0
9043,"Eswatini",1930,"drought",0
9044,"Eswatini",1930,"earthquakes",0
9045,"Eswatini",1930,"floods",0
9046,"Eswatini",1930,"fog",0
9047,"Eswatini",1930,"glacialLake",0
9048,"Eswatini",1930,"landslides",0
9049,"Eswatini",1930,"massMovements",0
9050,"Eswatini",1930,"storms",0
9051,"Eswatini",1930,"temperatures",0
9052,"Eswatini",1930,"volcanic",0
9053,"Eswatini",1930,"wildfires",0
9054,"Eswatini",1940,"drought",0
9055,"Eswatini",1940,"earthquakes",0
9056,"Eswatini",1940,"floods",0
9057,"Eswatini",1940,"fog",0
9058,"Eswatini",1940,"glacialLake",0
9059,"Eswatini",1940,"landslides",0
9060,"Eswatini",1940,"massMovements",0
9061,"Eswatini",1940,"storms",0
9062,"Eswatini",1940,"temperatures",0
9063,"Eswatini",1940,"volcanic",0
9064,"Eswatini",1940,"wildfires",0
9065,"Eswatini",1950,"drought",0
9066,"Eswatini",1950,"earthquakes",0
9067,"Eswatini",1950,"floods",0
9068,"Eswatini",1950,"fog",0
9069,"Eswatini",1950,"glacialLake",0
9070,"Eswatini",1950,"landslides",0
9071,"Eswatini",1950,"massMovements",0
9072,"Eswatini",1950,"storms",0
9073,"Eswatini",1950,"temperatures",0
9074,"Eswatini",1950,"volcanic",0
9075,"Eswatini",1950,"wildfires",0
9076,"Eswatini",1960,"drought",0
9077,"Eswatini",1960,"earthquakes",0
9078,"Eswatini",1960,"floods",0
9079,"Eswatini",1960,"fog",0
9080,"Eswatini",1960,"glacialLake",0
9081,"Eswatini",1960,"landslides",0
9082,"Eswatini",1960,"massMovements",0
9083,"Eswatini",1960,"storms",0
9084,"Eswatini",1960,"temperatures",0
9085,"Eswatini",1960,"volcanic",0
9086,"Eswatini",1960,"wildfires",0
9087,"Eswatini",1970,"drought",0
9088,"Eswatini",1970,"earthquakes",0
9089,"Eswatini",1970,"floods",0
9090,"Eswatini",1970,"fog",0
9091,"Eswatini",1970,"glacialLake",0
9092,"Eswatini",1970,"landslides",0
9093,"Eswatini",1970,"massMovements",0
9094,"Eswatini",1970,"storms",0
9095,"Eswatini",1970,"temperatures",0
9096,"Eswatini",1970,"volcanic",0
9097,"Eswatini",1970,"wildfires",0
9098,"Eswatini",1980,"drought",50
9099,"Eswatini",1980,"earthquakes",0
9100,"Eswatini",1980,"floods",0
9101,"Eswatini",1980,"fog",0
9102,"Eswatini",1980,"glacialLake",0
9103,"Eswatini",1980,"landslides",0
9104,"Eswatini",1980,"massMovements",0
9105,"Eswatini",1980,"storms",5.3
9106,"Eswatini",1980,"temperatures",0
9107,"Eswatini",1980,"volcanic",0
9108,"Eswatini",1980,"wildfires",0
9109,"Eswatini",1990,"drought",0
9110,"Eswatini",1990,"earthquakes",0
9111,"Eswatini",1990,"floods",0
9112,"Eswatini",1990,"fog",0
9113,"Eswatini",1990,"glacialLake",0
9114,"Eswatini",1990,"landslides",0
9115,"Eswatini",1990,"massMovements",0
9116,"Eswatini",1990,"storms",0
9117,"Eswatini",1990,"temperatures",0
9118,"Eswatini",1990,"volcanic",0
9119,"Eswatini",1990,"wildfires",0
9120,"Eswatini",2000,"drought",0
9121,"Eswatini",2000,"earthquakes",0
9122,"Eswatini",2000,"floods",0
9123,"Eswatini",2000,"fog",0
9124,"Eswatini",2000,"glacialLake",0
9125,"Eswatini",2000,"landslides",0
9126,"Eswatini",2000,"massMovements",0
9127,"Eswatini",2000,"storms",0.1
9128,"Eswatini",2000,"temperatures",0
9129,"Eswatini",2000,"volcanic",0
9130,"Eswatini",2000,"wildfires",0.2
9131,"Eswatini",2010,"drought",0
9132,"Eswatini",2010,"earthquakes",0
9133,"Eswatini",2010,"floods",1.1
9134,"Eswatini",2010,"fog",0
9135,"Eswatini",2010,"glacialLake",0
9136,"Eswatini",2010,"landslides",0
9137,"Eswatini",2010,"massMovements",0
9138,"Eswatini",2010,"storms",0
9139,"Eswatini",2010,"temperatures",0
9140,"Eswatini",2010,"volcanic",0
9141,"Eswatini",2010,"wildfires",0
9142,"Eswatini",2020,"drought",0
9143,"Eswatini",2020,"earthquakes",0
9144,"Eswatini",2020,"floods",0
9145,"Eswatini",2020,"fog",0
9146,"Eswatini",2020,"glacialLake",0
9147,"Eswatini",2020,"landslides",0
9148,"Eswatini",2020,"massMovements",0
9149,"Eswatini",2020,"storms",0
9150,"Eswatini",2020,"temperatures",0
9151,"Eswatini",2020,"volcanic",0
9152,"Eswatini",2020,"wildfires",0
9153,"Ethiopia",1900,"drought",0
9154,"Ethiopia",1900,"earthquakes",0
9155,"Ethiopia",1900,"floods",0
9156,"Ethiopia",1900,"fog",0
9157,"Ethiopia",1900,"glacialLake",0
9158,"Ethiopia",1900,"landslides",0
9159,"Ethiopia",1900,"massMovements",0
9160,"Ethiopia",1900,"storms",0
9161,"Ethiopia",1900,"temperatures",0
9162,"Ethiopia",1900,"volcanic",0
9163,"Ethiopia",1900,"wildfires",0
9164,"Ethiopia",1910,"drought",0
9165,"Ethiopia",1910,"earthquakes",0
9166,"Ethiopia",1910,"floods",0
9167,"Ethiopia",1910,"fog",0
9168,"Ethiopia",1910,"glacialLake",0
9169,"Ethiopia",1910,"landslides",0
9170,"Ethiopia",1910,"massMovements",0
9171,"Ethiopia",1910,"storms",0
9172,"Ethiopia",1910,"temperatures",0
9173,"Ethiopia",1910,"volcanic",0
9174,"Ethiopia",1910,"wildfires",0
9175,"Ethiopia",1920,"drought",0
9176,"Ethiopia",1920,"earthquakes",0
9177,"Ethiopia",1920,"floods",0
9178,"Ethiopia",1920,"fog",0
9179,"Ethiopia",1920,"glacialLake",0
9180,"Ethiopia",1920,"landslides",0
9181,"Ethiopia",1920,"massMovements",0
9182,"Ethiopia",1920,"storms",0
9183,"Ethiopia",1920,"temperatures",0
9184,"Ethiopia",1920,"volcanic",0
9185,"Ethiopia",1920,"wildfires",0
9186,"Ethiopia",1930,"drought",0
9187,"Ethiopia",1930,"earthquakes",0
9188,"Ethiopia",1930,"floods",0
9189,"Ethiopia",1930,"fog",0
9190,"Ethiopia",1930,"glacialLake",0
9191,"Ethiopia",1930,"landslides",0
9192,"Ethiopia",1930,"massMovements",0
9193,"Ethiopia",1930,"storms",0
9194,"Ethiopia",1930,"temperatures",0
9195,"Ethiopia",1930,"volcanic",0
9196,"Ethiopia",1930,"wildfires",0
9197,"Ethiopia",1940,"drought",0
9198,"Ethiopia",1940,"earthquakes",0
9199,"Ethiopia",1940,"floods",0
9200,"Ethiopia",1940,"fog",0
9201,"Ethiopia",1940,"glacialLake",0
9202,"Ethiopia",1940,"landslides",0
9203,"Ethiopia",1940,"massMovements",0
9204,"Ethiopia",1940,"storms",0
9205,"Ethiopia",1940,"temperatures",0
9206,"Ethiopia",1940,"volcanic",0
9207,"Ethiopia",1940,"wildfires",0
9208,"Ethiopia",1950,"drought",0
9209,"Ethiopia",1950,"earthquakes",0
9210,"Ethiopia",1950,"floods",0
9211,"Ethiopia",1950,"fog",0
9212,"Ethiopia",1950,"glacialLake",0
9213,"Ethiopia",1950,"landslides",0
9214,"Ethiopia",1950,"massMovements",0
9215,"Ethiopia",1950,"storms",0
9216,"Ethiopia",1950,"temperatures",0
9217,"Ethiopia",1950,"volcanic",0
9218,"Ethiopia",1950,"wildfires",0
9219,"Ethiopia",1960,"drought",200
9220,"Ethiopia",1960,"earthquakes",5.4
9221,"Ethiopia",1960,"floods",0.1
9222,"Ethiopia",1960,"fog",0
9223,"Ethiopia",1960,"glacialLake",0
9224,"Ethiopia",1960,"landslides",0
9225,"Ethiopia",1960,"massMovements",0
9226,"Ethiopia",1960,"storms",0
9227,"Ethiopia",1960,"temperatures",0
9228,"Ethiopia",1960,"volcanic",0
9229,"Ethiopia",1960,"wildfires",0
9230,"Ethiopia",1970,"drought",10000
9231,"Ethiopia",1970,"earthquakes",0
9232,"Ethiopia",1970,"floods",1.6
9233,"Ethiopia",1970,"fog",0
9234,"Ethiopia",1970,"glacialLake",0
9235,"Ethiopia",1970,"landslides",0
9236,"Ethiopia",1970,"massMovements",0
9237,"Ethiopia",1970,"storms",0
9238,"Ethiopia",1970,"temperatures",0
9239,"Ethiopia",1970,"volcanic",6.4
9240,"Ethiopia",1970,"wildfires",0
9241,"Ethiopia",1980,"drought",30036.7
9242,"Ethiopia",1980,"earthquakes",0
9243,"Ethiopia",1980,"floods",5.4
9244,"Ethiopia",1980,"fog",0
9245,"Ethiopia",1980,"glacialLake",0
9246,"Ethiopia",1980,"landslides",0
9247,"Ethiopia",1980,"massMovements",0
9248,"Ethiopia",1980,"storms",0
9249,"Ethiopia",1980,"temperatures",0
9250,"Ethiopia",1980,"volcanic",0
9251,"Ethiopia",1980,"wildfires",0
9252,"Ethiopia",1990,"drought",0
9253,"Ethiopia",1990,"earthquakes",0
9254,"Ethiopia",1990,"floods",44.7
9255,"Ethiopia",1990,"fog",0
9256,"Ethiopia",1990,"glacialLake",0
9257,"Ethiopia",1990,"landslides",2.2
9258,"Ethiopia",1990,"massMovements",1.3
9259,"Ethiopia",1990,"storms",0
9260,"Ethiopia",1990,"temperatures",0
9261,"Ethiopia",1990,"volcanic",0
9262,"Ethiopia",1990,"wildfires",0
9263,"Ethiopia",2000,"drought",0
9264,"Ethiopia",2000,"earthquakes",0
9265,"Ethiopia",2000,"floods",143.9
9266,"Ethiopia",2000,"fog",0
9267,"Ethiopia",2000,"glacialLake",0
9268,"Ethiopia",2000,"landslides",0.4
9269,"Ethiopia",2000,"massMovements",0
9270,"Ethiopia",2000,"storms",0
9271,"Ethiopia",2000,"temperatures",0
9272,"Ethiopia",2000,"volcanic",0.5
9273,"Ethiopia",2000,"wildfires",0
9274,"Ethiopia",2010,"drought",0
9275,"Ethiopia",2010,"earthquakes",0
9276,"Ethiopia",2010,"floods",14.7
9277,"Ethiopia",2010,"fog",0
9278,"Ethiopia",2010,"glacialLake",0
9279,"Ethiopia",2010,"landslides",6.7
9280,"Ethiopia",2010,"massMovements",0
9281,"Ethiopia",2010,"storms",0
9282,"Ethiopia",2010,"temperatures",0
9283,"Ethiopia",2010,"volcanic",0
9284,"Ethiopia",2010,"wildfires",0
9285,"Ethiopia",2020,"drought",0
9286,"Ethiopia",2020,"earthquakes",0
9287,"Ethiopia",2020,"floods",9.333333
9288,"Ethiopia",2020,"fog",0
9289,"Ethiopia",2020,"glacialLake",0
9290,"Ethiopia",2020,"landslides",7.3333335
9291,"Ethiopia",2020,"massMovements",0
9292,"Ethiopia",2020,"storms",0
9293,"Ethiopia",2020,"temperatures",0
9294,"Ethiopia",2020,"volcanic",0
9295,"Ethiopia",2020,"wildfires",0
9296,"Fiji",1900,"drought",0
9297,"Fiji",1900,"earthquakes",0
9298,"Fiji",1900,"floods",0
9299,"Fiji",1900,"fog",0
9300,"Fiji",1900,"glacialLake",0
9301,"Fiji",1900,"landslides",0
9302,"Fiji",1900,"massMovements",0
9303,"Fiji",1900,"storms",0
9304,"Fiji",1900,"temperatures",0
9305,"Fiji",1900,"volcanic",0
9306,"Fiji",1900,"wildfires",0
9307,"Fiji",1910,"drought",0
9308,"Fiji",1910,"earthquakes",0
9309,"Fiji",1910,"floods",0
9310,"Fiji",1910,"fog",0
9311,"Fiji",1910,"glacialLake",0
9312,"Fiji",1910,"landslides",0
9313,"Fiji",1910,"massMovements",0
9314,"Fiji",1910,"storms",0
9315,"Fiji",1910,"temperatures",0
9316,"Fiji",1910,"volcanic",0
9317,"Fiji",1910,"wildfires",0
9318,"Fiji",1920,"drought",0
9319,"Fiji",1920,"earthquakes",0
9320,"Fiji",1920,"floods",0
9321,"Fiji",1920,"fog",0
9322,"Fiji",1920,"glacialLake",0
9323,"Fiji",1920,"landslides",0
9324,"Fiji",1920,"massMovements",0
9325,"Fiji",1920,"storms",0
9326,"Fiji",1920,"temperatures",0
9327,"Fiji",1920,"volcanic",0
9328,"Fiji",1920,"wildfires",0
9329,"Fiji",1930,"drought",0
9330,"Fiji",1930,"earthquakes",0
9331,"Fiji",1930,"floods",0
9332,"Fiji",1930,"fog",0
9333,"Fiji",1930,"glacialLake",0
9334,"Fiji",1930,"landslides",0
9335,"Fiji",1930,"massMovements",0
9336,"Fiji",1930,"storms",20
9337,"Fiji",1930,"temperatures",0
9338,"Fiji",1930,"volcanic",0
9339,"Fiji",1930,"wildfires",0
9340,"Fiji",1940,"drought",0
9341,"Fiji",1940,"earthquakes",0
9342,"Fiji",1940,"floods",0
9343,"Fiji",1940,"fog",0
9344,"Fiji",1940,"glacialLake",0
9345,"Fiji",1940,"landslides",0
9346,"Fiji",1940,"massMovements",0
9347,"Fiji",1940,"storms",0.6
9348,"Fiji",1940,"temperatures",0
9349,"Fiji",1940,"volcanic",0
9350,"Fiji",1940,"wildfires",0
9351,"Fiji",1950,"drought",0
9352,"Fiji",1950,"earthquakes",0
9353,"Fiji",1950,"floods",0
9354,"Fiji",1950,"fog",0
9355,"Fiji",1950,"glacialLake",0
9356,"Fiji",1950,"landslides",0
9357,"Fiji",1950,"massMovements",0
9358,"Fiji",1950,"storms",2.3
9359,"Fiji",1950,"temperatures",0
9360,"Fiji",1950,"volcanic",0
9361,"Fiji",1950,"wildfires",0
9362,"Fiji",1960,"drought",0
9363,"Fiji",1960,"earthquakes",0
9364,"Fiji",1960,"floods",0.1
9365,"Fiji",1960,"fog",0
9366,"Fiji",1960,"glacialLake",0
9367,"Fiji",1960,"landslides",0
9368,"Fiji",1960,"massMovements",0
9369,"Fiji",1960,"storms",0.2
9370,"Fiji",1960,"temperatures",0
9371,"Fiji",1960,"volcanic",0
9372,"Fiji",1960,"wildfires",0
9373,"Fiji",1970,"drought",0
9374,"Fiji",1970,"earthquakes",0
9375,"Fiji",1970,"floods",0
9376,"Fiji",1970,"fog",0
9377,"Fiji",1970,"glacialLake",0
9378,"Fiji",1970,"landslides",0
9379,"Fiji",1970,"massMovements",0
9380,"Fiji",1970,"storms",11.5
9381,"Fiji",1970,"temperatures",0
9382,"Fiji",1970,"volcanic",0
9383,"Fiji",1970,"wildfires",0
9384,"Fiji",1980,"drought",0
9385,"Fiji",1980,"earthquakes",0
9386,"Fiji",1980,"floods",2.9
9387,"Fiji",1980,"fog",0
9388,"Fiji",1980,"glacialLake",0
9389,"Fiji",1980,"landslides",0
9390,"Fiji",1980,"massMovements",0
9391,"Fiji",1980,"storms",6.1
9392,"Fiji",1980,"temperatures",0
9393,"Fiji",1980,"volcanic",0
9394,"Fiji",1980,"wildfires",0
9395,"Fiji",1990,"drought",0
9396,"Fiji",1990,"earthquakes",0
9397,"Fiji",1990,"floods",0
9398,"Fiji",1990,"fog",0
9399,"Fiji",1990,"glacialLake",0
9400,"Fiji",1990,"landslides",0
9401,"Fiji",1990,"massMovements",0
9402,"Fiji",1990,"storms",5.9
9403,"Fiji",1990,"temperatures",0
9404,"Fiji",1990,"volcanic",0
9405,"Fiji",1990,"wildfires",0
9406,"Fiji",2000,"drought",0
9407,"Fiji",2000,"earthquakes",0
9408,"Fiji",2000,"floods",2.6
9409,"Fiji",2000,"fog",0
9410,"Fiji",2000,"glacialLake",0
9411,"Fiji",2000,"landslides",0
9412,"Fiji",2000,"massMovements",0
9413,"Fiji",2000,"storms",4.4
9414,"Fiji",2000,"temperatures",0
9415,"Fiji",2000,"volcanic",0
9416,"Fiji",2000,"wildfires",0
9417,"Fiji",2010,"drought",0
9418,"Fiji",2010,"earthquakes",0
9419,"Fiji",2010,"floods",1.5
9420,"Fiji",2010,"fog",0
9421,"Fiji",2010,"glacialLake",0
9422,"Fiji",2010,"landslides",0
9423,"Fiji",2010,"massMovements",0
9424,"Fiji",2010,"storms",5.9
9425,"Fiji",2010,"temperatures",0
9426,"Fiji",2010,"volcanic",0
9427,"Fiji",2010,"wildfires",0
9428,"Fiji",2020,"drought",0
9429,"Fiji",2020,"earthquakes",0
9430,"Fiji",2020,"floods",0
9431,"Fiji",2020,"fog",0
9432,"Fiji",2020,"glacialLake",0
9433,"Fiji",2020,"landslides",0
9434,"Fiji",2020,"massMovements",0
9435,"Fiji",2020,"storms",5
9436,"Fiji",2020,"temperatures",0
9437,"Fiji",2020,"volcanic",0
9438,"Fiji",2020,"wildfires",0
9439,"Finland",1900,"drought",0
9440,"Finland",1900,"earthquakes",0
9441,"Finland",1900,"floods",0
9442,"Finland",1900,"fog",0
9443,"Finland",1900,"glacialLake",0
9444,"Finland",1900,"landslides",0
9445,"Finland",1900,"massMovements",0
9446,"Finland",1900,"storms",0
9447,"Finland",1900,"temperatures",0
9448,"Finland",1900,"volcanic",0
9449,"Finland",1900,"wildfires",0
9450,"Finland",1910,"drought",0
9451,"Finland",1910,"earthquakes",0
9452,"Finland",1910,"floods",0
9453,"Finland",1910,"fog",0
9454,"Finland",1910,"glacialLake",0
9455,"Finland",1910,"landslides",0
9456,"Finland",1910,"massMovements",0
9457,"Finland",1910,"storms",0
9458,"Finland",1910,"temperatures",0
9459,"Finland",1910,"volcanic",0
9460,"Finland",1910,"wildfires",0
9461,"Finland",1920,"drought",0
9462,"Finland",1920,"earthquakes",0
9463,"Finland",1920,"floods",0
9464,"Finland",1920,"fog",0
9465,"Finland",1920,"glacialLake",0
9466,"Finland",1920,"landslides",0
9467,"Finland",1920,"massMovements",0
9468,"Finland",1920,"storms",0
9469,"Finland",1920,"temperatures",0
9470,"Finland",1920,"volcanic",0
9471,"Finland",1920,"wildfires",0
9472,"Finland",1930,"drought",0
9473,"Finland",1930,"earthquakes",0
9474,"Finland",1930,"floods",0
9475,"Finland",1930,"fog",0
9476,"Finland",1930,"glacialLake",0
9477,"Finland",1930,"landslides",0
9478,"Finland",1930,"massMovements",0
9479,"Finland",1930,"storms",0
9480,"Finland",1930,"temperatures",0
9481,"Finland",1930,"volcanic",0
9482,"Finland",1930,"wildfires",0
9483,"Finland",1940,"drought",0
9484,"Finland",1940,"earthquakes",0
9485,"Finland",1940,"floods",0
9486,"Finland",1940,"fog",0
9487,"Finland",1940,"glacialLake",0
9488,"Finland",1940,"landslides",0
9489,"Finland",1940,"massMovements",0
9490,"Finland",1940,"storms",0
9491,"Finland",1940,"temperatures",0
9492,"Finland",1940,"volcanic",0
9493,"Finland",1940,"wildfires",0
9494,"Finland",1950,"drought",0
9495,"Finland",1950,"earthquakes",0
9496,"Finland",1950,"floods",0
9497,"Finland",1950,"fog",0
9498,"Finland",1950,"glacialLake",0
9499,"Finland",1950,"landslides",0
9500,"Finland",1950,"massMovements",0
9501,"Finland",1950,"storms",0
9502,"Finland",1950,"temperatures",0
9503,"Finland",1950,"volcanic",0
9504,"Finland",1950,"wildfires",0
9505,"Finland",1960,"drought",0
9506,"Finland",1960,"earthquakes",0
9507,"Finland",1960,"floods",0
9508,"Finland",1960,"fog",0
9509,"Finland",1960,"glacialLake",0
9510,"Finland",1960,"landslides",0
9511,"Finland",1960,"massMovements",0
9512,"Finland",1960,"storms",0
9513,"Finland",1960,"temperatures",0
9514,"Finland",1960,"volcanic",0
9515,"Finland",1960,"wildfires",0
9516,"Finland",1970,"drought",0
9517,"Finland",1970,"earthquakes",0
9518,"Finland",1970,"floods",0
9519,"Finland",1970,"fog",0
9520,"Finland",1970,"glacialLake",0
9521,"Finland",1970,"landslides",0
9522,"Finland",1970,"massMovements",0
9523,"Finland",1970,"storms",0
9524,"Finland",1970,"temperatures",0
9525,"Finland",1970,"volcanic",0
9526,"Finland",1970,"wildfires",0
9527,"Finland",1980,"drought",0
9528,"Finland",1980,"earthquakes",0
9529,"Finland",1980,"floods",0
9530,"Finland",1980,"fog",0
9531,"Finland",1980,"glacialLake",0
9532,"Finland",1980,"landslides",0
9533,"Finland",1980,"massMovements",0
9534,"Finland",1980,"storms",0
9535,"Finland",1980,"temperatures",0
9536,"Finland",1980,"volcanic",0
9537,"Finland",1980,"wildfires",0
9538,"Finland",1990,"drought",0
9539,"Finland",1990,"earthquakes",0
9540,"Finland",1990,"floods",0
9541,"Finland",1990,"fog",0
9542,"Finland",1990,"glacialLake",0
9543,"Finland",1990,"landslides",0
9544,"Finland",1990,"massMovements",0
9545,"Finland",1990,"storms",0
9546,"Finland",1990,"temperatures",0
9547,"Finland",1990,"volcanic",0
9548,"Finland",1990,"wildfires",0
9549,"Finland",2000,"drought",0
9550,"Finland",2000,"earthquakes",0
9551,"Finland",2000,"floods",0
9552,"Finland",2000,"fog",0
9553,"Finland",2000,"glacialLake",0
9554,"Finland",2000,"landslides",0
9555,"Finland",2000,"massMovements",0
9556,"Finland",2000,"storms",0
9557,"Finland",2000,"temperatures",0
9558,"Finland",2000,"volcanic",0
9559,"Finland",2000,"wildfires",0
9560,"Finland",2010,"drought",0
9561,"Finland",2010,"earthquakes",0
9562,"Finland",2010,"floods",0
9563,"Finland",2010,"fog",0
9564,"Finland",2010,"glacialLake",0
9565,"Finland",2010,"landslides",0
9566,"Finland",2010,"massMovements",0
9567,"Finland",2010,"storms",0
9568,"Finland",2010,"temperatures",0
9569,"Finland",2010,"volcanic",0
9570,"Finland",2010,"wildfires",0
9571,"Finland",2020,"drought",0
9572,"Finland",2020,"earthquakes",0
9573,"Finland",2020,"floods",0
9574,"Finland",2020,"fog",0
9575,"Finland",2020,"glacialLake",0
9576,"Finland",2020,"landslides",0
9577,"Finland",2020,"massMovements",0
9578,"Finland",2020,"storms",0
9579,"Finland",2020,"temperatures",0
9580,"Finland",2020,"volcanic",0
