"Country","Year","disaster","economic_damages","deaths"
"Bolivia",1950,"drought",0,0
"Bolivia",1950,"earthquakes",0,0
"Bolivia",1950,"floods",0,0
"Bolivia",1950,"fog",0,0
"Bolivia",1950,"glacialLake",0,0
"Bolivia",1950,"landslides",0,0
"Bolivia",1950,"massMovements",0,0
"Bolivia",1950,"storms",0,0
"Bolivia",1950,"temperatures",0,0
"Bolivia",1950,"volcanic",0,0
"Bolivia",1950,"wildfires",0,0
"Bolivia",1960,"drought",0,0
"Bolivia",1960,"earthquakes",0,0
"Bolivia",1960,"floods",371800,7.8
"Bolivia",1960,"fog",0,0
"Bolivia",1960,"glacialLake",0,0
"Bolivia",1960,"landslides",0,0
"Bolivia",1960,"massMovements",0,0
"Bolivia",1960,"storms",0,0
"Bolivia",1960,"temperatures",0,0
"Bolivia",1960,"volcanic",0,0
"Bolivia",1960,"wildfires",0,0
"Bolivia",1970,"drought",0,0
"Bolivia",1970,"earthquakes",0,0
"Bolivia",1970,"floods",2050000,8.1
"Bolivia",1970,"fog",0,0
"Bolivia",1970,"glacialLake",0,0
"Bolivia",1970,"landslides",0,0
"Bolivia",1970,"massMovements",0,0
"Bolivia",1970,"storms",0,0
"Bolivia",1970,"temperatures",0,0
"Bolivia",1970,"volcanic",0,0
"Bolivia",1970,"wildfires",0,0
"Bolivia",1980,"drought",96560000,0
"Bolivia",1980,"earthquakes",0,0
"Bolivia",1980,"floods",49840000,30.4
"Bolivia",1980,"fog",0,0
"Bolivia",1980,"glacialLake",0,0
"Bolivia",1980,"landslides",0,0
"Bolivia",1980,"massMovements",0,0
"Bolivia",1980,"storms",0,0
"Bolivia",1980,"temperatures",0,0
"Bolivia",1980,"volcanic",0,0
"Bolivia",1980,"wildfires",0,0
"Bolivia",1990,"drought",0,0
"Bolivia",1990,"earthquakes",0,10
"Bolivia",1990,"floods",2.7e+07,6
"Bolivia",1990,"fog",0,0
"Bolivia",1990,"glacialLake",0,0
"Bolivia",1990,"landslides",4e+07,14.9
"Bolivia",1990,"massMovements",0,0
"Bolivia",1990,"storms",0,0
"Bolivia",1990,"temperatures",0,0
"Bolivia",1990,"volcanic",0,0
"Bolivia",1990,"wildfires",0,0.3
"Bolivia",2000,"drought",0,0
"Bolivia",2000,"earthquakes",0,0
"Bolivia",2000,"floods",84700000,36.1
"Bolivia",2000,"fog",0,0
"Bolivia",2000,"glacialLake",0,0
"Bolivia",2000,"landslides",0,6.9
"Bolivia",2000,"massMovements",0,0
"Bolivia",2000,"storms",0,2
"Bolivia",2000,"temperatures",0,1.5
"Bolivia",2000,"volcanic",0,0
"Bolivia",2000,"wildfires",0,0
"Bolivia",2010,"drought",5.5e+07,0
"Bolivia",2010,"earthquakes",0,0
"Bolivia",2010,"floods",2250000,32.3
"Bolivia",2010,"fog",0,0
"Bolivia",2010,"glacialLake",0,0
"Bolivia",2010,"landslides",2e+07,11.6
"Bolivia",2010,"massMovements",0,0
"Bolivia",2010,"storms",0,0
"Bolivia",2010,"temperatures",0,2.2
"Bolivia",2010,"volcanic",0,0
"Bolivia",2010,"wildfires",0,0
"Bolivia",2020,"drought",0,0
"Bolivia",2020,"earthquakes",0,0
"Bolivia",2020,"floods",3333333.2,45.333332
"Bolivia",2020,"fog",0,0
"Bolivia",2020,"glacialLake",0,0
"Bolivia",2020,"landslides",0,0
"Bolivia",2020,"massMovements",0,0
"Bolivia",2020,"storms",0,0
"Bolivia",2020,"temperatures",0,0
"Bolivia",2020,"volcanic",0,0
"Bolivia",2020,"wildfires",0,1.6666666
"Bosnia and Herzegovina",1900,"drought",0,0
"Bosnia and Herzegovina",1900,"earthquakes",0,0
"Bosnia and Herzegovina",1900,"floods",0,0
"Bosnia and Herzegovina",1900,"fog",0,0
"Bosnia and Herzegovina",1900,"glacialLake",0,0
"Bosnia and Herzegovina",1900,"landslides",0,0
"Bosnia and Herzegovina",1900,"massMovements",0,0
"Bosnia and Herzegovina",1900,"storms",0,0
"Bosnia and Herzegovina",1900,"temperatures",0,0
"Bosnia and Herzegovina",1900,"volcanic",0,0
"Bosnia and Herzegovina",1900,"wildfires",0,0
"Bosnia and Herzegovina",1910,"drought",0,0
"Bosnia and Herzegovina",1910,"earthquakes",0,0
"Bosnia and Herzegovina",1910,"floods",0,0
"Bosnia and Herzegovina",1910,"fog",0,0
"Bosnia and Herzegovina",1910,"glacialLake",0,0
"Bosnia and Herzegovina",1910,"landslides",0,0
"Bosnia and Herzegovina",1910,"massMovements",0,0
"Bosnia and Herzegovina",1910,"storms",0,0
"Bosnia and Herzegovina",1910,"temperatures",0,0
"Bosnia and Herzegovina",1910,"volcanic",0,0
"Bosnia and Herzegovina",1910,"wildfires",0,0
"Bosnia and Herzegovina",1920,"drought",0,0
"Bosnia and Herzegovina",1920,"earthquakes",0,0
"Bosnia and Herzegovina",1920,"floods",0,0
"Bosnia and Herzegovina",1920,"fog",0,0
"Bosnia and Herzegovina",1920,"glacialLake",0,0
"Bosnia and Herzegovina",1920,"landslides",0,0
"Bosnia and Herzegovina",1920,"massMovements",0,0
"Bosnia and Herzegovina",1920,"storms",0,0
"Bosnia and Herzegovina",1920,"temperatures",0,0
"Bosnia and Herzegovina",1920,"volcanic",0,0
"Bosnia and Herzegovina",1920,"wildfires",0,0
"Bosnia and Herzegovina",1930,"drought",0,0
"Bosnia and Herzegovina",1930,"earthquakes",0,0
"Bosnia and Herzegovina",1930,"floods",0,0
"Bosnia and Herzegovina",1930,"fog",0,0
"Bosnia and Herzegovina",1930,"glacialLake",0,0
"Bosnia and Herzegovina",1930,"landslides",0,0
"Bosnia and Herzegovina",1930,"massMovements",0,0
"Bosnia and Herzegovina",1930,"storms",0,0
"Bosnia and Herzegovina",1930,"temperatures",0,0
"Bosnia and Herzegovina",1930,"volcanic",0,0
"Bosnia and Herzegovina",1930,"wildfires",0,0
"Bosnia and Herzegovina",1940,"drought",0,0
"Bosnia and Herzegovina",1940,"earthquakes",0,0
"Bosnia and Herzegovina",1940,"floods",0,0
"Bosnia and Herzegovina",1940,"fog",0,0
"Bosnia and Herzegovina",1940,"glacialLake",0,0
"Bosnia and Herzegovina",1940,"landslides",0,0
"Bosnia and Herzegovina",1940,"massMovements",0,0
"Bosnia and Herzegovina",1940,"storms",0,0
"Bosnia and Herzegovina",1940,"temperatures",0,0
"Bosnia and Herzegovina",1940,"volcanic",0,0
"Bosnia and Herzegovina",1940,"wildfires",0,0
"Bosnia and Herzegovina",1950,"drought",0,0
"Bosnia and Herzegovina",1950,"earthquakes",0,0
"Bosnia and Herzegovina",1950,"floods",0,0
"Bosnia and Herzegovina",1950,"fog",0,0
"Bosnia and Herzegovina",1950,"glacialLake",0,0
"Bosnia and Herzegovina",1950,"landslides",0,0
"Bosnia and Herzegovina",1950,"massMovements",0,0
"Bosnia and Herzegovina",1950,"storms",0,0
"Bosnia and Herzegovina",1950,"temperatures",0,0
"Bosnia and Herzegovina",1950,"volcanic",0,0
"Bosnia and Herzegovina",1950,"wildfires",0,0
"Bosnia and Herzegovina",1960,"drought",0,0
"Bosnia and Herzegovina",1960,"earthquakes",0,0
"Bosnia and Herzegovina",1960,"floods",0,0
"Bosnia and Herzegovina",1960,"fog",0,0
"Bosnia and Herzegovina",1960,"glacialLake",0,0
"Bosnia and Herzegovina",1960,"landslides",0,0
"Bosnia and Herzegovina",1960,"massMovements",0,0
"Bosnia and Herzegovina",1960,"storms",0,0
"Bosnia and Herzegovina",1960,"temperatures",0,0
"Bosnia and Herzegovina",1960,"volcanic",0,0
"Bosnia and Herzegovina",1960,"wildfires",0,0
"Bosnia and Herzegovina",1970,"drought",0,0
"Bosnia and Herzegovina",1970,"earthquakes",0,0
"Bosnia and Herzegovina",1970,"floods",0,0
"Bosnia and Herzegovina",1970,"fog",0,0
"Bosnia and Herzegovina",1970,"glacialLake",0,0
"Bosnia and Herzegovina",1970,"landslides",0,0
"Bosnia and Herzegovina",1970,"massMovements",0,0
"Bosnia and Herzegovina",1970,"storms",0,0
"Bosnia and Herzegovina",1970,"temperatures",0,0
"Bosnia and Herzegovina",1970,"volcanic",0,0
"Bosnia and Herzegovina",1970,"wildfires",0,0
"Bosnia and Herzegovina",1980,"drought",0,0
"Bosnia and Herzegovina",1980,"earthquakes",0,0
"Bosnia and Herzegovina",1980,"floods",0,0
"Bosnia and Herzegovina",1980,"fog",0,0
"Bosnia and Herzegovina",1980,"glacialLake",0,0
"Bosnia and Herzegovina",1980,"landslides",0,0
"Bosnia and Herzegovina",1980,"massMovements",0,0
"Bosnia and Herzegovina",1980,"storms",0,0
"Bosnia and Herzegovina",1980,"temperatures",0,0
"Bosnia and Herzegovina",1980,"volcanic",0,0
"Bosnia and Herzegovina",1980,"wildfires",0,0
"Bosnia and Herzegovina",1990,"drought",0,0
"Bosnia and Herzegovina",1990,"earthquakes",0,0
"Bosnia and Herzegovina",1990,"floods",0,0
"Bosnia and Herzegovina",1990,"fog",0,0
"Bosnia and Herzegovina",1990,"glacialLake",0,0
"Bosnia and Herzegovina",1990,"landslides",0,0
"Bosnia and Herzegovina",1990,"massMovements",0,0
"Bosnia and Herzegovina",1990,"storms",0,0
"Bosnia and Herzegovina",1990,"temperatures",0,0
"Bosnia and Herzegovina",1990,"volcanic",0,0
"Bosnia and Herzegovina",1990,"wildfires",0,0
"Bosnia and Herzegovina",2000,"drought",29800000,0
"Bosnia and Herzegovina",2000,"earthquakes",0,0
"Bosnia and Herzegovina",2000,"floods",0,0
"Bosnia and Herzegovina",2000,"fog",0,0
"Bosnia and Herzegovina",2000,"glacialLake",0,0
"Bosnia and Herzegovina",2000,"landslides",0,0.6
"Bosnia and Herzegovina",2000,"massMovements",0,0
"Bosnia and Herzegovina",2000,"storms",0,0.4
"Bosnia and Herzegovina",2000,"temperatures",0,0.1
"Bosnia and Herzegovina",2000,"volcanic",0,0
"Bosnia and Herzegovina",2000,"wildfires",0,0
"Bosnia and Herzegovina",2010,"drought",0,0
"Bosnia and Herzegovina",2010,"earthquakes",0,0
"Bosnia and Herzegovina",2010,"floods",52358000,3
"Bosnia and Herzegovina",2010,"fog",0,0
"Bosnia and Herzegovina",2010,"glacialLake",0,0
"Bosnia and Herzegovina",2010,"landslides",0,0
"Bosnia and Herzegovina",2010,"massMovements",0,0
"Bosnia and Herzegovina",2010,"storms",0,0
"Bosnia and Herzegovina",2010,"temperatures",0,0.6
"Bosnia and Herzegovina",2010,"volcanic",0,0
"Bosnia and Herzegovina",2010,"wildfires",0,0
"Bosnia and Herzegovina",2020,"drought",0,0
"Bosnia and Herzegovina",2020,"earthquakes",0,0.33333334
"Bosnia and Herzegovina",2020,"floods",0,0
"Bosnia and Herzegovina",2020,"fog",0,0
"Bosnia and Herzegovina",2020,"glacialLake",0,0
"Bosnia and Herzegovina",2020,"landslides",0,0
"Bosnia and Herzegovina",2020,"massMovements",0,0
"Bosnia and Herzegovina",2020,"storms",0,0
"Bosnia and Herzegovina",2020,"temperatures",0,0
"Bosnia and Herzegovina",2020,"volcanic",0,0
"Bosnia and Herzegovina",2020,"wildfires",0,0
"Botswana",1900,"drought",0,0
"Botswana",1900,"earthquakes",0,0
"Botswana",1900,"floods",0,0
"Botswana",1900,"fog",0,0
"Botswana",1900,"glacialLake",0,0
"Botswana",1900,"landslides",0,0
"Botswana",1900,"massMovements",0,0
"Botswana",1900,"storms",0,0
"Botswana",1900,"temperatures",0,0
"Botswana",1900,"volcanic",0,0
"Botswana",1900,"wildfires",0,0
"Botswana",1910,"drought",0,0
"Botswana",1910,"earthquakes",0,0
"Botswana",1910,"floods",0,0
"Botswana",1910,"fog",0,0
"Botswana",1910,"glacialLake",0,0
"Botswana",1910,"landslides",0,0
"Botswana",1910,"massMovements",0,0
"Botswana",1910,"storms",0,0
"Botswana",1910,"temperatures",0,0
"Botswana",1910,"volcanic",0,0
"Botswana",1910,"wildfires",0,0
"Botswana",1920,"drought",0,0
"Botswana",1920,"earthquakes",0,0
"Botswana",1920,"floods",0,0
"Botswana",1920,"fog",0,0
"Botswana",1920,"glacialLake",0,0
"Botswana",1920,"landslides",0,0
"Botswana",1920,"massMovements",0,0
"Botswana",1920,"storms",0,0
"Botswana",1920,"temperatures",0,0
"Botswana",1920,"volcanic",0,0
"Botswana",1920,"wildfires",0,0
"Botswana",1930,"drought",0,0
"Botswana",1930,"earthquakes",0,0
"Botswana",1930,"floods",0,0
"Botswana",1930,"fog",0,0
"Botswana",1930,"glacialLake",0,0
"Botswana",1930,"landslides",0,0
"Botswana",1930,"massMovements",0,0
"Botswana",1930,"storms",0,0
"Botswana",1930,"temperatures",0,0
"Botswana",1930,"volcanic",0,0
"Botswana",1930,"wildfires",0,0
"Botswana",1940,"drought",0,0
"Botswana",1940,"earthquakes",0,0
"Botswana",1940,"floods",0,0
"Botswana",1940,"fog",0,0
"Botswana",1940,"glacialLake",0,0
"Botswana",1940,"landslides",0,0
"Botswana",1940,"massMovements",0,0
"Botswana",1940,"storms",0,0
"Botswana",1940,"temperatures",0,0
"Botswana",1940,"volcanic",0,0
"Botswana",1940,"wildfires",0,0
"Botswana",1950,"drought",0,0
"Botswana",1950,"earthquakes",0,0
"Botswana",1950,"floods",0,0
"Botswana",1950,"fog",0,0
"Botswana",1950,"glacialLake",0,0
"Botswana",1950,"landslides",0,0
"Botswana",1950,"massMovements",0,0
"Botswana",1950,"storms",0,0
"Botswana",1950,"temperatures",0,0
"Botswana",1950,"volcanic",0,0
"Botswana",1950,"wildfires",0,0
"Botswana",1960,"drought",1e+05,0
"Botswana",1960,"earthquakes",0,0
"Botswana",1960,"floods",0,0
"Botswana",1960,"fog",0,0
"Botswana",1960,"glacialLake",0,0
"Botswana",1960,"landslides",0,0
"Botswana",1960,"massMovements",0,0
"Botswana",1960,"storms",0,0
"Botswana",1960,"temperatures",0,0
"Botswana",1960,"volcanic",0,0
"Botswana",1960,"wildfires",0,0
"Botswana",1970,"drought",2e+05,0
"Botswana",1970,"earthquakes",0,0
"Botswana",1970,"floods",5000,0
"Botswana",1970,"fog",0,0
"Botswana",1970,"glacialLake",0,0
"Botswana",1970,"landslides",0,0
"Botswana",1970,"massMovements",0,0
"Botswana",1970,"storms",0,0
"Botswana",1970,"temperatures",0,0
"Botswana",1970,"volcanic",0,0
"Botswana",1970,"wildfires",0,0
"Botswana",1980,"drought",0,0
"Botswana",1980,"earthquakes",0,0
"Botswana",1980,"floods",0,0.8
"Botswana",1980,"fog",0,0
"Botswana",1980,"glacialLake",0,0
"Botswana",1980,"landslides",0,0
"Botswana",1980,"massMovements",0,0
"Botswana",1980,"storms",0,0
"Botswana",1980,"temperatures",0,0
"Botswana",1980,"volcanic",0,0
"Botswana",1980,"wildfires",0,0
"Botswana",1990,"drought",0,0
"Botswana",1990,"earthquakes",0,0
"Botswana",1990,"floods",0,2
"Botswana",1990,"fog",0,0
"Botswana",1990,"glacialLake",0,0
"Botswana",1990,"landslides",0,0
"Botswana",1990,"massMovements",0,0
"Botswana",1990,"storms",0,0
"Botswana",1990,"temperatures",0,0
"Botswana",1990,"volcanic",0,0
"Botswana",1990,"wildfires",0,0
"Botswana",2000,"drought",0,0
"Botswana",2000,"earthquakes",0,0
"Botswana",2000,"floods",5e+05,0.3
"Botswana",2000,"fog",0,0
"Botswana",2000,"glacialLake",0,0
"Botswana",2000,"landslides",0,0
"Botswana",2000,"massMovements",0,0
"Botswana",2000,"storms",0,0
"Botswana",2000,"temperatures",0,0
"Botswana",2000,"volcanic",0,0
"Botswana",2000,"wildfires",0,0
"Botswana",2010,"drought",4400000,0
"Botswana",2010,"earthquakes",0,0
"Botswana",2010,"floods",0,1.2
"Botswana",2010,"fog",0,0
"Botswana",2010,"glacialLake",0,0
"Botswana",2010,"landslides",0,0
"Botswana",2010,"massMovements",0,0
"Botswana",2010,"storms",0,0
"Botswana",2010,"temperatures",0,0
"Botswana",2010,"volcanic",0,0
"Botswana",2010,"wildfires",0,0
"Botswana",2020,"drought",0,0
"Botswana",2020,"earthquakes",0,0
"Botswana",2020,"floods",0,0
"Botswana",2020,"fog",0,0
"Botswana",2020,"glacialLake",0,0
"Botswana",2020,"landslides",0,0
"Botswana",2020,"massMovements",0,0
"Botswana",2020,"storms",0,0
"Botswana",2020,"temperatures",0,0
"Botswana",2020,"volcanic",0,0
"Botswana",2020,"wildfires",0,0
"Brazil",1900,"drought",0,0
"Brazil",1900,"earthquakes",0,0
"Brazil",1900,"floods",0,0
"Brazil",1900,"fog",0,0
"Brazil",1900,"glacialLake",0,0
"Brazil",1900,"landslides",0,0
"Brazil",1900,"massMovements",0,0
"Brazil",1900,"storms",0,0
"Brazil",1900,"temperatures",0,0
"Brazil",1900,"volcanic",0,0
"Brazil",1900,"wildfires",0,0
"Brazil",1910,"drought",0,0
"Brazil",1910,"earthquakes",0,0
"Brazil",1910,"floods",0,0
"Brazil",1910,"fog",0,0
"Brazil",1910,"glacialLake",0,0
"Brazil",1910,"landslides",0,0
"Brazil",1910,"massMovements",0,0
"Brazil",1910,"storms",0,0
"Brazil",1910,"temperatures",0,0
"Brazil",1910,"volcanic",0,0
"Brazil",1910,"wildfires",0,0
"Brazil",1920,"drought",0,0
"Brazil",1920,"earthquakes",0,0
"Brazil",1920,"floods",0,0
"Brazil",1920,"fog",0,0
"Brazil",1920,"glacialLake",0,0
"Brazil",1920,"landslides",0,0
"Brazil",1920,"massMovements",0,0
"Brazil",1920,"storms",0,0
"Brazil",1920,"temperatures",0,0
"Brazil",1920,"volcanic",0,0
"Brazil",1920,"wildfires",0,0
"Brazil",1930,"drought",0,0
"Brazil",1930,"earthquakes",0,0
"Brazil",1930,"floods",0,0
"Brazil",1930,"fog",0,0
"Brazil",1930,"glacialLake",0,0
"Brazil",1930,"landslides",0,0
"Brazil",1930,"massMovements",0,0
"Brazil",1930,"storms",0,0
"Brazil",1930,"temperatures",0,0
"Brazil",1930,"volcanic",0,0
"Brazil",1930,"wildfires",0,0
"Brazil",1940,"drought",0,0
"Brazil",1940,"earthquakes",0,0
"Brazil",1940,"floods",0,20
"Brazil",1940,"fog",0,0
"Brazil",1940,"glacialLake",0,0
"Brazil",1940,"landslides",0,0
"Brazil",1940,"massMovements",0,0
"Brazil",1940,"storms",0,10
"Brazil",1940,"temperatures",0,0
"Brazil",1940,"volcanic",0,0
"Brazil",1940,"wildfires",0,0
"Brazil",1950,"drought",0,0
"Brazil",1950,"earthquakes",0,0
"Brazil",1950,"floods",0,21.2
"Brazil",1950,"fog",0,0
"Brazil",1950,"glacialLake",0,0
"Brazil",1950,"landslides",0,6.6
"Brazil",1950,"massMovements",0,0
"Brazil",1950,"storms",0,5.9
"Brazil",1950,"temperatures",0,0
"Brazil",1950,"volcanic",0,0
"Brazil",1950,"wildfires",0,0
"Brazil",1960,"drought",0,0
"Brazil",1960,"earthquakes",0,0
"Brazil",1960,"floods",9948400,181.8
"Brazil",1960,"fog",0,0
"Brazil",1960,"glacialLake",0,0
"Brazil",1960,"landslides",2700,78.6
"Brazil",1960,"massMovements",0,0
"Brazil",1960,"storms",0,3.6
"Brazil",1960,"temperatures",0,11.3
"Brazil",1960,"volcanic",0,0
"Brazil",1960,"wildfires",0,0
"Brazil",1970,"drought",230010000,0
"Brazil",1970,"earthquakes",0,0
"Brazil",1970,"floods",44310000,114.2
"Brazil",1970,"fog",0,0
"Brazil",1970,"glacialLake",0,0
"Brazil",1970,"landslides",0,12.1
"Brazil",1970,"massMovements",0,0
"Brazil",1970,"storms",0,1
"Brazil",1970,"temperatures",6e+07,12.6
"Brazil",1970,"volcanic",0,0
"Brazil",1970,"wildfires",0,0
"Brazil",1980,"drought",65100000,2
"Brazil",1980,"earthquakes",5e+05,0.1
"Brazil",1980,"floods",364200000,159.8
"Brazil",1980,"fog",0,0
"Brazil",1980,"glacialLake",0,0
"Brazil",1980,"landslides",0,14.3
"Brazil",1980,"massMovements",0,0
"Brazil",1980,"storms",0,11.6
"Brazil",1980,"temperatures",0,7.7
"Brazil",1980,"volcanic",0,0
"Brazil",1980,"wildfires",0,0
"Brazil",1990,"drought",12200000,0
"Brazil",1990,"earthquakes",0,0
"Brazil",1990,"floods",3180000,38.6
"Brazil",1990,"fog",0,0
"Brazil",1990,"glacialLake",0,0
"Brazil",1990,"landslides",0,37.8
"Brazil",1990,"massMovements",0,0
"Brazil",1990,"storms",7e+06,0.3
"Brazil",1990,"temperatures",47500000,0
"Brazil",1990,"volcanic",0,0
"Brazil",1990,"wildfires",3600000,0.1
"Brazil",2000,"drought",1.65e+08,0
"Brazil",2000,"earthquakes",0,0.1
"Brazil",2000,"floods",218337000,86.6
"Brazil",2000,"fog",0,0
"Brazil",2000,"glacialLake",0,0
"Brazil",2000,"landslides",23100000,22.1
"Brazil",2000,"massMovements",0,0
"Brazil",2000,"storms",3.5e+07,2.6
"Brazil",2000,"temperatures",0,0.7
"Brazil",2000,"volcanic",0,0
"Brazil",2000,"wildfires",0,0
"Brazil",2010,"drought",6.46e+08,0
"Brazil",2010,"earthquakes",0,0
"Brazil",2010,"floods",307550000,161.6
"Brazil",2010,"fog",0,0
"Brazil",2010,"glacialLake",0,0
"Brazil",2010,"landslides",0,3
"Brazil",2010,"massMovements",0,0
"Brazil",2010,"storms",9200000,0.4
"Brazil",2010,"temperatures",0,3.2
"Brazil",2010,"volcanic",0,0
"Brazil",2010,"wildfires",0,0
"Brazil",2020,"drought",2e+09,0
"Brazil",2020,"earthquakes",0,0
"Brazil",2020,"floods",618333300,230.33333
"Brazil",2020,"fog",0,0
"Brazil",2020,"glacialLake",0,0
"Brazil",2020,"landslides",0,0
"Brazil",2020,"massMovements",0,0
"Brazil",2020,"storms",33333334,4
"Brazil",2020,"temperatures",0,0
"Brazil",2020,"volcanic",0,0
"Brazil",2020,"wildfires",0,0
"British Virgin Islands",1900,"drought",0,0
"British Virgin Islands",1900,"earthquakes",0,0
"British Virgin Islands",1900,"floods",0,0
"British Virgin Islands",1900,"fog",0,0
"British Virgin Islands",1900,"glacialLake",0,0
"British Virgin Islands",1900,"landslides",0,0
"British Virgin Islands",1900,"massMovements",0,0
"British Virgin Islands",1900,"storms",0,0
"British Virgin Islands",1900,"temperatures",0,0
"British Virgin Islands",1900,"volcanic",0,0
"British Virgin Islands",1900,"wildfires",0,0
"British Virgin Islands",1910,"drought",0,0
"British Virgin Islands",1910,"earthquakes",0,0
"British Virgin Islands",1910,"floods",0,0
"British Virgin Islands",1910,"fog",0,0
"British Virgin Islands",1910,"glacialLake",0,0
"British Virgin Islands",1910,"landslides",0,0
"British Virgin Islands",1910,"massMovements",0,0
"British Virgin Islands",1910,"storms",0,0
"British Virgin Islands",1910,"temperatures",0,0
"British Virgin Islands",1910,"volcanic",0,0
"British Virgin Islands",1910,"wildfires",0,0
"British Virgin Islands",1920,"drought",0,0
"British Virgin Islands",1920,"earthquakes",0,0
"British Virgin Islands",1920,"floods",0,0
"British Virgin Islands",1920,"fog",0,0
"British Virgin Islands",1920,"glacialLake",0,0
"British Virgin Islands",1920,"landslides",0,0
"British Virgin Islands",1920,"massMovements",0,0
"British Virgin Islands",1920,"storms",0,0
"British Virgin Islands",1920,"temperatures",0,0
"British Virgin Islands",1920,"volcanic",0,0
"British Virgin Islands",1920,"wildfires",0,0
"British Virgin Islands",1930,"drought",0,0
"British Virgin Islands",1930,"earthquakes",0,0
"British Virgin Islands",1930,"floods",0,0
"British Virgin Islands",1930,"fog",0,0
"British Virgin Islands",1930,"glacialLake",0,0
"British Virgin Islands",1930,"landslides",0,0
"British Virgin Islands",1930,"massMovements",0,0
"British Virgin Islands",1930,"storms",0,0
"British Virgin Islands",1930,"temperatures",0,0
"British Virgin Islands",1930,"volcanic",0,0
"British Virgin Islands",1930,"wildfires",0,0
"British Virgin Islands",1940,"drought",0,0
"British Virgin Islands",1940,"earthquakes",0,0
"British Virgin Islands",1940,"floods",0,0
"British Virgin Islands",1940,"fog",0,0
"British Virgin Islands",1940,"glacialLake",0,0
"British Virgin Islands",1940,"landslides",0,0
"British Virgin Islands",1940,"massMovements",0,0
"British Virgin Islands",1940,"storms",0,0
"British Virgin Islands",1940,"temperatures",0,0
"British Virgin Islands",1940,"volcanic",0,0
"British Virgin Islands",1940,"wildfires",0,0
"British Virgin Islands",1950,"drought",0,0
"British Virgin Islands",1950,"earthquakes",0,0
"British Virgin Islands",1950,"floods",0,0
"British Virgin Islands",1950,"fog",0,0
"British Virgin Islands",1950,"glacialLake",0,0
"British Virgin Islands",1950,"landslides",0,0
"British Virgin Islands",1950,"massMovements",0,0
"British Virgin Islands",1950,"storms",0,0
"British Virgin Islands",1950,"temperatures",0,0
"British Virgin Islands",1950,"volcanic",0,0
"British Virgin Islands",1950,"wildfires",0,0
"British Virgin Islands",1960,"drought",0,0
"British Virgin Islands",1960,"earthquakes",0,0
"British Virgin Islands",1960,"floods",0,0
"British Virgin Islands",1960,"fog",0,0
"British Virgin Islands",1960,"glacialLake",0,0
"British Virgin Islands",1960,"landslides",0,0
"British Virgin Islands",1960,"massMovements",0,0
"British Virgin Islands",1960,"storms",0,0
"British Virgin Islands",1960,"temperatures",0,0
"British Virgin Islands",1960,"volcanic",0,0
"British Virgin Islands",1960,"wildfires",0,0
"British Virgin Islands",1970,"drought",0,0
"British Virgin Islands",1970,"earthquakes",0,0
"British Virgin Islands",1970,"floods",0,0
"British Virgin Islands",1970,"fog",0,0
"British Virgin Islands",1970,"glacialLake",0,0
"British Virgin Islands",1970,"landslides",0,0
"British Virgin Islands",1970,"massMovements",0,0
"British Virgin Islands",1970,"storms",0,0
"British Virgin Islands",1970,"temperatures",0,0
"British Virgin Islands",1970,"volcanic",0,0
"British Virgin Islands",1970,"wildfires",0,0
"British Virgin Islands",1980,"drought",0,0
"British Virgin Islands",1980,"earthquakes",0,0
"British Virgin Islands",1980,"floods",0,0
"British Virgin Islands",1980,"fog",0,0
"British Virgin Islands",1980,"glacialLake",0,0
"British Virgin Islands",1980,"landslides",0,0
"British Virgin Islands",1980,"massMovements",0,0
"British Virgin Islands",1980,"storms",0,0
"British Virgin Islands",1980,"temperatures",0,0
"British Virgin Islands",1980,"volcanic",0,0
"British Virgin Islands",1980,"wildfires",0,0
"British Virgin Islands",1990,"drought",0,0
"British Virgin Islands",1990,"earthquakes",0,0
"British Virgin Islands",1990,"floods",0,0
"British Virgin Islands",1990,"fog",0,0
"British Virgin Islands",1990,"glacialLake",0,0
"British Virgin Islands",1990,"landslides",0,0
"British Virgin Islands",1990,"massMovements",0,0
"British Virgin Islands",1990,"storms",2e+05,0
"British Virgin Islands",1990,"temperatures",0,0
"British Virgin Islands",1990,"volcanic",0,0
"British Virgin Islands",1990,"wildfires",0,0
"British Virgin Islands",2000,"drought",0,0
"British Virgin Islands",2000,"earthquakes",0,0
"British Virgin Islands",2000,"floods",0,0
"British Virgin Islands",2000,"fog",0,0
"British Virgin Islands",2000,"glacialLake",0,0
"British Virgin Islands",2000,"landslides",0,0
"British Virgin Islands",2000,"massMovements",0,0
"British Virgin Islands",2000,"storms",0,0
"British Virgin Islands",2000,"temperatures",0,0
"British Virgin Islands",2000,"volcanic",0,0
"British Virgin Islands",2000,"wildfires",0,0
"British Virgin Islands",2010,"drought",0,0
"British Virgin Islands",2010,"earthquakes",0,0
"British Virgin Islands",2010,"floods",0,0
"British Virgin Islands",2010,"fog",0,0
"British Virgin Islands",2010,"glacialLake",0,0
"British Virgin Islands",2010,"landslides",0,0
"British Virgin Islands",2010,"massMovements",0,0
"British Virgin Islands",2010,"storms",3e+08,0.9
"British Virgin Islands",2010,"temperatures",0,0
"British Virgin Islands",2010,"volcanic",0,0
"British Virgin Islands",2010,"wildfires",0,0
"British Virgin Islands",2020,"drought",0,0
"British Virgin Islands",2020,"earthquakes",0,0
"British Virgin Islands",2020,"floods",0,0
